workout,Off,1
workout,Off,1
workout,Off,1
workout,Calisthenics,1
workout,Cardio,1
workout,Weights,1
workout,Calisthenics,1
project,Chess,1
project,Coding,1
project,Russian,1
project,Writing,1
project,Instrument,1
recreational,Texting,1
recreational,Cook tech,1
recreational,Walk,1
recreational,Reading,1
